"Why isnt everyone paying attention? What is the man who is holding that note looking at? All figures are paying attention to the anatomy lesson in a different way, which becomes clear if one follows their lines of sight. Some men look at the book in the lower right corner of the painting, while others look at the dissected arm or at Dr. Tulp. The man holding the notebook looks straight at the viewer. This little trick was used by painters at the time to let the painting interact with the viewer.",Painting Style
Why do the people in the front seem much darker than the people in the back of the painting? Rembrandt made use of light and shadow to create perspective within the composition. This is why some of the men's faces seem darker than others.,Painting Style
"What was the trick that one person looks at us and the others do not? This was a trick that was commonly used by painters at the time. By depicting figures that interact directly with the viewer by making eye contact, Rembrandt invited the viewer to engage with the painting and to take part in the anatomy lesson, as it were.",Painting Style
There are two people who are really looking at me. What does the artist want to achieve by doing this? Rembrandt wanted to engage the viewer by making him or her interact with the painting. This was achieved by depicting one or two men that look straight at the viewer: a commonly known trick amongst painters.,Painting Style
"Is it coincidence that people are not looking at doctor Tulp? No, this is not coincidence. Rembrandt deliberately did this to make the painting's composition more dynamic.",Painting Style
"Why are people looking outside of the painting? Some men make eye contact with the viewer in order to create interaction between the painting and the spectator: the viewer is being invited to take place in the anatomy lesson, as it were. This is a trick that painters often used to make the painting more dynamic.",Painting Style
"When I stood on the left side, the person looked a bit shorter. Now, as I am standing on the right side, the person seems longer. What is the reason for this? This has to do with the perspective of the painting. It was painted for a room in De Waag, Amsterdam, where it hung in the upper left corner. If one looks at the painting from the lower right, the perspective is correct, but when looked at from the left the legs of the corps look a bit shorter.",Painting Style
"A lot of people, the undermost are reading the book with a lot of attention and listen. The upper people are watching us and listen? Rembrandt depicted the figures looking in different directions in order to create a dynamic and interactive composition. By following the different lines of sight, the viewer gains a good understanding of what is going on. All men are paying close attention: one looks at the dissected arm, while others look at the book in the lower right corner. The man on the far left looks straight at Dr. Tulp and others make eye contact with the viewer, as if the viewer is sitting at the anatomy table and participates in the lesson.",Painting Style
"Was it usual to put your signature on the painting as Rembrandt has done here? Yes, painters commonly signed their works during the Dutch Golden Age.",Painting Style
Why did he still paint the whole body? We cannot be sure. Perhaps Rembrandt painted the entire body because he wanted the painting to resemble one of the prints in the important book on anatomy by Andreas Vesalius.,Painting Style
"Is the body realistic or has it been painted like this on purpose? The body might not seem entirely realisic as the legs may appear a little too short if you look at it from the left. This has to do with the perspective of the painting. When Rembrandt painted the Anatomy Lesson of Dr. Nicolaes Tulp, he knew that it was intended for the upper left corner of a room in De Waag in Amsterdam. He created a perspective that works best when the viewer looks up at the painting while standing at its right side.",Painting Style
"Isnt that a strange spot to paint ones signature? Yes, that is quite an unusual place.",Painting Style
"Could you tell something about lighting, light and darkness? Rembrandt was the master of light and shadow. He used strong contrasts, known as  chiaroscuro, to create a high dramatic intensity.",Painting Style
"Is the light from different sources? No, the light comes from one source.",Painting Style
"Did Rembrandt have a main focus of light? Yes, he did. The painting originally hung in the upper left corner of a room in De Waag in Amsterdam. Rembrandt incorporated in his painting the lighting of this room, which came in from a window at left of the painting.",Painting Style
"Isnt the perspective wrong? When Rembrandt painted the Anatomy Lesson of Dr Nicolaes Tulp, he knew that it was intended for the upper left corner of a room in De Waag in Amsterdam. He created a perspective that works best when the viewer looks up at the painting while standing at its the right side. If you look at it from the left, the body seems rather small.",Painting Style
"Why are all spectators looking in different directions? By depicting the men looking into different directions, Rembrandt created a dynamic and exciting composition, as they now seem interactively involved in the anatomy lesson. One man is looking straight at the viewer, a well known trick that makes the beholder part of the group.",Painting Style
"Is the lighting correct? Yes, it is. The lighting in the painting corresponds to the place where the painting used to hang.",Painting Style
"The painting was designed for that place? Rembrandt was commissioned to paint the Anatomy Lesson of Dr. Nicolaes Tulp for the upper left corner of a room in De Waag in Amsterdam. When painting, he took this positioning into account.",Painting Style
