education,age,interest,num_of_questions,perc_correct,avg_time_to_answer,prev_skill_level,feedback,skill_level
1,15,0.6,6,0.666666667,62,0.65,1,0.922477026
1,13,0.18,19,0.157894737,33,0.163421053,-1,0
1,14,0.42,20,0.4,81,0.405,1,0.405074286
2,15,0.38,4,0.75,57,0.6575,1,1
1,15,0.6,11,0.636363636,38,0.627272727,1,0.860113334
3,14,0.64,20,0.7,58,0.685,0,0.888200084
3,15,0.48,15,0.8,51,0.72,0,1
2,15,0.1,9,0.555555556,45,0.441666667,-1,0.38404568
2,14,0.5,9,0.555555556,58,0.541666667,1,0.698620995
3,15,0.63,19,0.894736842,27,0.828552632,1,1
1,15,0.45,20,0.6,41,0.5625,-1,0.558281771
1,13,0.28,8,0.25,74,0.2575,-1,0
2,14,0.1,8,0.375,56,0.30625,1,0.275902275
2,13,0.56,19,0.421052632,70,0.455789474,-1,0.258374476
2,14,0.49,3,0.666666667,56,0.6225,-1,0.702240145
2,14,0.35,3,0.666666667,54,0.5875,0,0.754658777
3,15,0.31,15,0.8,51,0.6775,0,0.992063705
1,14,0.32,1,0,59,0.08,-1,0
3,14,0.32,14,0.571428571,45,0.508571429,0,0.586928961
2,13,0.46,20,0.4,58,0.415,1,0.410102317
2,13,0.27,8,0.25,48,0.255,-1,0
1,15,0.45,12,0.583333333,46,0.55,0,0.643155267
1,14,0.61,10,0.5,58,0.5275,1,0.615156786
3,15,0.27,1,1,55,0.8175,0,1
3,15,0.64,20,0.9,72,0.835,-1,0.9
3,15,0.73,4,1,58,0.9325,0,1
3,15,0.38,16,0.8125,65,0.704375,-1,0.9
1,13,0.52,15,0.266666667,37,0.33,0,0.084007069
3,13,0.62,7,0.571428571,61,0.583571429,0,0.66296724
3,14,0.37,19,0.631578947,51,0.566184211,1,0.805290741
1,13,0.16,13,0.153846154,62,0.155384615,1,0.1
1,14,0.44,15,0.4,55,0.41,1,0.436620155
3,13,0.39,7,0.428571429,50,0.418928571,-1,0.245333226
2,14,0.42,20,0.55,71,0.5175,1,0.660374956
2,14,0.29,5,0.4,54,0.3725,0,0.276690064
2,14,0.18,11,0.454545455,61,0.385909091,1,0.465745405
2,13,0.39,18,0.333333333,67,0.3475,1,0.273226807
1,13,0.55,8,0.25,60,0.325,-1,0
1,13,0.44,19,0.263157895,36,0.307368421,0,0.087189664
1,13,0.22,2,0,60,0.055,-1,0
1,13,0.5,20,0.3,60,0.35,0,0.141772599
2,14,0.23,8,0.5,60,0.4325,1,0.525497464
3,13,0.65,14,0.571428571,66,0.591071429,1,0.754597525
2,13,0.75,9,0.444444444,47,0.520833333,1,0.566547708
3,14,0.45,6,0.666666667,57,0.6125,0,0.770680855
3,15,0.55,6,0.833333333,59,0.7625,0,1
2,15,0.44,1,1,55,0.86,0,1
2,14,0.5,3,0.666666667,57,0.625,-1,0.699182733
3,14,0.3,11,0.636363636,47,0.552272727,-1,0.592422768
3,13,0.32,19,0.421052632,40,0.395789474,0,0.323191234
1,13,0.1,8,0.125,60,0.11875,-1,0
2,13,0.54,9,0.444444444,60,0.468333333,0,0.420287526
1,15,0.1,5,0.4,59,0.325,1,0.324155713
2,13,0.65,11,0.454545455,59,0.503409091,1,0.543913491
2,14,0.59,20,0.6,70,0.5975,1,0.805090584
3,14,0.7,12,0.75,48,0.7375,1,1
2,13,0.5,18,0.388888889,40,0.416666667,1,0.417925281
1,13,0.57,15,0.333333333,28,0.3925,-1,0.11957573
2,15,0.46,15,0.733333333,35,0.665,1,0.990439879
2,15,0.31,2,0.5,54,0.4525,0,0.45298081
3,14,0.1,17,0.529411765,26,0.422058824,-1,0.351828672
3,14,0.34,14,0.642857143,43,0.567142857,1,0.793076434
1,14,0.66,16,0.5,40,0.54,0,0.526749279
1,14,0.44,18,0.444444444,72,0.443333333,0,0.388882415
1,13,0.38,16,0.25,66,0.2825,1,0.136118889
1,15,0.6,8,0.625,62,0.61875,1,0.845843506
2,14,0.65,15,0.6,43,0.6125,-1,0.614844633
3,15,0.31,8,0.75,58,0.64,1,0.979349214
2,13,0.63,20,0.45,56,0.495,0,0.441113321
1,13,0.7,1,0,60,0.175,1,0.1
2,13,0.45,18,0.388888889,56,0.404166667,1,0.398589575
3,15,0.27,13,0.769230769,51,0.644423077,0,0.91344245
1,13,0.7,20,0.35,76,0.4375,1,0.39169137
2,13,0.52,19,0.421052632,38,0.445789474,0,0.360891075
3,13,0.39,14,0.428571429,48,0.418928571,1,0.455369306
1,13,0.23,17,0.176470588,46,0.189852941,0,0
3,14,0.32,1,1,55,0.83,1,1
2,13,0.2,12,0.25,54,0.2375,0,0.011511916
2,13,0.51,3,0.333333333,57,0.3775,-1,0.106217883
3,15,0.5,12,0.833333333,42,0.75,-1,0.9
3,14,0.68,6,0.666666667,59,0.67,-1,0.744481204
2,14,0.49,1,1,56,0.8725,-1,0.9
1,15,0.38,6,0.5,63,0.47,-1,0.367982594
1,14,0.33,1,0,59,0.0825,-1,0
2,13,0.12,7,0.285714286,58,0.244285714,1,0.126444526
1,15,0.36,15,0.533333333,79,0.49,1,0.614863127
3,13,0.13,5,0.4,59,0.3325,1,0.348522359
3,13,0.43,3,0.333333333,59,0.3575,1,0.285247885
3,15,0.73,11,0.909090909,43,0.864318182,1,1
1,13,0.47,7,0.285714286,65,0.331785714,-1,0.026366606
1,15,0.49,18,0.611111111,49,0.580833333,0,0.697259837
3,14,0.1,1,1,55,0.775,1,1
3,14,0.48,7,0.714285714,66,0.655714286,1,0.964449711
3,14,0.45,16,0.625,91,0.58125,0,0.7054805
3,13,0.34,7,0.428571429,60,0.406428571,1,0.432660611
1,13,0.46,6,0.333333333,51,0.365,1,0.303766297
3,14,0.6,17,0.705882353,52,0.679411765,1,0.981160639
2,14,0.1,14,0.428571429,60,0.346428571,-1,0.181619312
3,13,0.13,13,0.384615385,50,0.320961538,0,0.210079292
2,15,0.4,5,0.6,51,0.55,0,0.660610115
2,13,0.33,16,0.3125,57,0.316875,-1,0.037086707
1,15,0.43,15,0.6,51,0.5575,0,0.668417869
2,13,0.24,9,0.333333333,67,0.31,1,0.251494992
3,14,0.59,13,0.692307692,65,0.666730769,1,0.967648171
3,13,0.21,4,0.5,59,0.4275,-1,0.333963438
3,15,0.1,3,0.666666667,55,0.525,0,0.689087367
3,15,0.76,18,0.944444444,65,0.898333333,1,1
3,13,0.26,17,0.411764706,53,0.373823529,0,0.293279787
1,15,0.1,1,0,59,0.025,-1,0
3,13,0.3,3,0.333333333,64,0.325,1,0.257540007
3,15,0.29,8,0.75,42,0.635,-1,0.791804441
3,14,0.35,11,0.636363636,49,0.564772727,-1,0.592488762
1,13,0.79,16,0.375,50,0.47875,1,0.439457547
1,14,0.26,18,0.388888889,21,0.356666667,-1,0.149311603
3,13,0.34,18,0.444444444,58,0.418333333,-1,0.248884658
2,14,0.26,14,0.5,44,0.44,0,0.443201085
3,15,0.48,6,0.833333333,49,0.745,1,1
3,13,0.77,9,0.555555556,61,0.609166667,-1,0.562889602
3,14,0.18,17,0.588235294,51,0.486176471,1,0.663932145
3,14,0.32,14,0.571428571,55,0.508571429,-1,0.47766834
3,13,0.27,9,0.444444444,58,0.400833333,-1,0.248330276
3,15,0.46,11,0.818181818,39,0.728636364,1,1
1,14,0.41,12,0.416666667,46,0.415,1,0.430904323
1,13,0.1,3,0,54,0.025,1,0.1
1,13,0.18,11,0.181818182,40,0.181363636,0,0
2,14,0.77,3,0.666666667,51,0.6925,1,0.963359117
3,14,0.49,3,0.666666667,59,0.6225,1,0.88477326
1,15,0.46,9,0.555555556,66,0.531666667,0,0.574902054
1,13,0.74,19,0.368421053,72,0.461315789,-1,0.244856725
2,13,0.53,10,0.4,56,0.4325,-1,0.230815762
3,14,0.41,16,0.625,69,0.57125,0,0.686736833
2,15,0.29,6,0.666666667,51,0.5725,1,0.863913124
2,14,0.37,15,0.533333333,56,0.4925,-1,0.430216471
1,15,0.18,19,0.526315789,76,0.439736842,-1,0.360015591
1,14,0.1,14,0.285714286,59,0.239285714,-1,0
1,14,0.67,3,0.666666667,57,0.6675,1,0.924274241
2,15,0.49,19,0.736842105,73,0.675131579,-1,0.796175301
2,15,0.1,11,0.545454545,59,0.434090909,-1,0.390332359
2,15,0.36,19,0.684210526,55,0.603157895,1,0.899141075
3,13,0.47,10,0.5,37,0.4925,-1,0.410762644
2,15,0.48,19,0.736842105,72,0.672631579,-1,0.805459817
2,15,0.65,8,0.75,55,0.725,0,0.957603192
1,15,0.26,15,0.533333333,44,0.465,1,0.598804922
1,13,0.54,1,0,60,0.135,-1,0
3,15,0.26,20,0.75,54,0.6275,0,0.878980473
1,13,0.28,13,0.230769231,59,0.243076923,0,0
1,14,0.43,8,0.375,64,0.38875,-1,0.164366404
3,14,0.53,6,0.666666667,68,0.6325,1,0.899776297
1,14,0.53,1,0,59,0.1325,1,0.1
2,15,0.28,15,0.666666667,60,0.57,1,0.837917056
3,14,0.3,15,0.6,39,0.525,-1,0.511681098
3,14,0.61,3,0.666666667,64,0.6525,0,0.822282391
1,13,0.3,2,0,56,0.075,1,0.1
3,15,0.22,10,0.7,43,0.58,1,0.871460579
1,13,0.62,18,0.333333333,61,0.405,-1,0.140373496
2,15,0.6,5,0.8,62,0.75,0,1
1,14,0.35,8,0.375,59,0.36875,1,0.346472141
3,13,0.35,18,0.444444444,59,0.420833333,1,0.478558579
1,13,0.32,13,0.230769231,56,0.253076923,-1,0
3,15,0.1,4,0.75,62,0.5875,0,0.845980623
2,14,0.46,10,0.5,78,0.49,1,0.594730547
2,13,0.37,1,0,59,0.0925,0,0
3,13,0.53,14,0.5,81,0.5075,0,0.518808651
2,14,0.45,11,0.545454545,54,0.521590909,1,0.664006442
1,15,0.18,16,0.5,45,0.42,0,0.43537758
3,14,0.49,13,0.692307692,70,0.641730769,0,0.838499866
2,15,0.76,11,0.818181818,76,0.803636364,0,1
1,13,0.35,19,0.210526316,89,0.245394737,0,0
1,13,0.51,11,0.272727273,54,0.332045455,0,0.103301689
2,14,0.68,8,0.625,57,0.63875,0,0.767810011
1,14,0.1,8,0.25,53,0.2125,1,0.1
3,13,0.19,4,0.5,59,0.4225,0,0.404484733
2,15,0.62,5,0.8,50,0.755,-1,0.9
2,13,0.72,8,0.5,58,0.555,-1,0.459412797
2,14,0.81,19,0.684210526,68,0.715657895,1,0.991785938
3,13,0.38,10,0.5,56,0.47,0,0.459020572
2,15,0.58,17,0.764705882,74,0.718529412,1,1
2,14,0.71,8,0.625,52,0.64625,1,0.865714887
3,14,0.52,12,0.666666667,71,0.63,-1,0.702781158
2,14,0.61,11,0.636363636,57,0.629772727,0,0.765650394
3,14,0.59,7,0.714285714,52,0.683214286,-1,0.789572091
2,14,0.68,19,0.631578947,24,0.643684211,1,0.880412518
1,13,0.6,19,0.315789474,64,0.386842105,0,0.197618631
1,15,0.13,12,0.5,65,0.4075,1,0.499452345
1,15,0.57,20,0.65,38,0.63,0,0.785219889
1,14,0.16,3,0.333333333,62,0.29,0,0.109545514
3,13,0.1,16,0.375,73,0.30625,1,0.303348243
2,13,0.57,4,0.5,57,0.5175,0,0.5212069
3,14,0.2,2,0.5,59,0.425,-1,0.318683374
2,13,0.15,8,0.25,52,0.225,-1,0
3,15,0.42,2,1,51,0.855,-1,0.9
2,15,0.23,15,0.6,67,0.5075,-1,0.523487525
2,14,0.82,3,0.666666667,60,0.705,-1,0.786702669
2,14,0.3,8,0.5,56,0.45,0,0.450418075
2,14,0.46,17,0.529411765,68,0.512058824,0,0.545947904
3,14,0.99,10,0.8,48,0.8475,1,1
3,14,0.41,2,0.5,55,0.4775,0,0.4806939
2,15,0.41,15,0.666666667,82,0.6025,-1,0.673950951
2,13,0.17,3,0.333333333,62,0.2925,1,0.221625107
1,14,0.55,18,0.444444444,46,0.470833333,1,0.50941785
2,13,0.85,6,0.5,63,0.5875,-1,0.48233844
3,15,0.45,9,0.777777778,55,0.695833333,-1,0.877177922
1,14,0.29,14,0.357142857,68,0.340357143,0,0.203728555
3,15,0.38,3,0.666666667,54,0.595,0,0.75340638
1,13,0.29,3,0.333333333,62,0.3225,-1,0.05496162
3,15,0.35,14,0.785714286,71,0.676785714,1,1
2,14,0.68,17,0.588235294,72,0.611176471,1,0.7902919
1,14,0.64,12,0.5,60,0.535,0,0.512000308
1,15,0.34,14,0.571428571,83,0.513571429,0,0.583337461
3,13,0.45,2,0.5,57,0.4875,0,0.476343497
3,14,0.16,19,0.578947368,54,0.474210526,-1,0.453427652
1,13,0.23,4,0.25,57,0.245,-1,0
1,13,0.11,16,0.125,82,0.12125,-1,0
2,15,0.34,1,1,54,0.835,0,1
3,13,0.78,3,0.666666667,55,0.695,1,0.953321794
1,15,0.36,11,0.545454545,73,0.499090909,-1,0.451254742
1,15,0.43,3,0.666666667,58,0.6075,-1,0.673417471
1,15,0.14,1,0,60,0.035,1,0.1
1,15,0.48,16,0.625,62,0.58875,0,0.704382423
2,13,0.31,15,0.333333333,64,0.3275,1,0.257326176
3,13,0.39,16,0.4375,46,0.425625,-1,0.259355769
1,13,0.1,3,0,58,0.025,-1,0
3,13,0.63,15,0.533333333,50,0.5575,-1,0.484194416
2,13,0.34,11,0.363636364,58,0.357727273,0,0.210497729
1,13,0.59,13,0.307692308,67,0.378269231,0,0.190601614
3,13,0.27,3,0.333333333,51,0.3175,-1,0.062026186
1,14,0.54,19,0.473684211,47,0.490263158,0,0.482343501
1,13,0.36,3,0.333333333,59,0.34,-1,0.065789448
1,15,0.33,5,0.6,63,0.5325,0,0.642740778
2,13,0.1,12,0.25,19,0.2125,1,0.1
2,13,0.31,8,0.375,61,0.35875,1,0.343953674
2,14,0.47,8,0.5,57,0.4925,-1,0.385494268
3,15,0.16,12,0.75,42,0.6025,-1,0.745834803
2,15,0.45,20,0.7,55,0.6375,1,0.937941366
1,13,0.34,14,0.214285714,63,0.245714286,-1,0
1,14,0.58,12,0.5,54,0.52,-1,0.42304297
2,14,0.13,3,0.333333333,67,0.2825,0,0.113255004
3,14,0.67,4,0.75,55,0.73,-1,0.874584285
2,13,0.27,12,0.333333333,71,0.3175,1,0.248299928
2,13,0.41,16,0.375,49,0.38375,-1,0.165163474
3,15,0.47,10,0.8,58,0.7175,-1,0.9
1,14,0.11,4,0.25,60,0.215,-1,0
2,15,0.29,16,0.625,63,0.54125,-1,0.579899295
1,13,0.11,7,0.142857143,73,0.134642857,1,0.1
1,15,0.19,7,0.571428571,50,0.476071429,0,0.532517276
2,13,0.19,10,0.3,52,0.2725,-1,0
2,15,0.36,2,0.5,58,0.465,-1,0.359539968
1,15,0.17,18,0.5,70,0.4175,1,0.539868667
2,14,0.19,16,0.4375,26,0.375625,0,0.319799391
1,15,0.62,8,0.625,65,0.62375,1,0.842310048
2,14,0.49,1,1,56,0.8725,-1,0.9
2,15,0.39,12,0.666666667,58,0.5975,0,0.768838419
2,13,0.16,3,0.333333333,58,0.29,-1,0.027226874
3,15,0.34,3,0.666666667,52,0.585,0,0.760388163
1,14,0.8,11,0.545454545,66,0.609090909,-1,0.554632648
3,15,0.14,13,0.692307692,53,0.554230769,0,0.780798265
2,14,0.52,17,0.588235294,62,0.571176471,1,0.745473101
1,15,0.32,3,0.666666667,57,0.58,0,0.739851519
3,14,0.94,9,0.777777778,58,0.818333333,1,1
1,14,0.6,6,0.5,67,0.525,1,0.617957353
3,15,0.39,14,0.785714286,35,0.686785714,-1,0.876057622
1,13,0.48,18,0.277777778,77,0.328333333,0,0.106392962
3,13,0.41,5,0.4,58,0.4025,0,0.302760164
1,14,0.28,4,0.25,62,0.2575,1,0.1
3,15,0.51,1,1,56,0.8775,0,1
3,15,0.34,10,0.8,57,0.685,0,0.99252879
1,13,0.56,5,0.2,59,0.29,0,0
1,14,0.54,8,0.5,68,0.51,0,0.501557213
3,14,0.29,6,0.666666667,57,0.5725,1,0.855292359
1,15,0.98,8,0.75,69,0.8075,1,1
3,13,0.4,11,0.454545455,64,0.440909091,0,0.407994058
1,14,0.11,18,0.333333333,50,0.2775,1,0.207955744
1,15,0.42,20,0.6,80,0.555,0,0.650306144
1,15,0.11,10,0.5,39,0.4025,0,0.409704948
1,15,0.55,4,0.75,53,0.7,0,0.950603302
3,15,0.1,4,0.75,58,0.5875,1,0.943638808
3,13,0.39,15,0.466666667,71,0.4475,-1,0.302003269
3,14,0.47,20,0.65,38,0.605,0,0.736621926
3,15,0.4,20,0.8,73,0.7,0,1
3,15,0.21,18,0.722222222,46,0.594166667,-1,0.707073611
1,13,0.1,2,0,61,0.025,0,0
1,14,0.54,7,0.428571429,60,0.456428571,-1,0.299535396
2,14,0.13,18,0.444444444,68,0.365833333,-1,0.196776115
1,15,0.64,19,0.631578947,59,0.633684211,1,0.859922973
1,15,0.74,11,0.727272727,55,0.730454545,1,1
2,13,0.28,20,0.3,35,0.295,0,0.081454213
3,13,0.31,17,0.411764706,67,0.386323529,-1,0.187147063
1,13,0.31,10,0.2,65,0.2275,0,0
3,13,0.64,17,0.529411765,58,0.557058824,-1,0.473936451
2,14,0.86,6,0.666666667,60,0.715,-1,0.77019173
3,15,0.39,5,0.8,60,0.6975,1,1
2,13,0.1,15,0.266666667,64,0.225,-1,0
3,14,0.23,18,0.555555556,6,0.474166667,-1,0.439537685
1,15,0.27,3,0.666666667,58,0.5675,-1,0.645717862
2,13,0.35,16,0.3125,70,0.321875,1,0.22196764
1,14,0.36,8,0.375,66,0.37125,0,0.237086422
1,14,0.3,2,0.5,57,0.45,-1,0.344106139
1,13,0.63,3,0.333333333,58,0.4075,-1,0.129905847
3,13,0.5,9,0.444444444,79,0.458333333,0,0.387302836
3,13,0.49,5,0.4,56,0.4225,1,0.419975614
2,14,0.29,14,0.5,32,0.4475,1,0.54676035
3,15,0.32,13,0.769230769,49,0.656923077,-1,0.829386432
2,15,0.48,3,0.666666667,57,0.62,-1,0.705199722
1,14,0.52,13,0.461538462,56,0.476153846,1,0.541064287
1,13,0.45,5,0.2,54,0.2625,0,0
2,13,0.11,19,0.263157895,63,0.224868421,0,0
2,15,0.39,3,0.666666667,55,0.5975,0,0.777001109
3,13,0.47,4,0.5,56,0.4925,1,0.598777789
3,15,0.18,2,0.5,55,0.42,-1,0.325082823
2,13,0.53,10,0.4,55,0.4325,0,0.311180827
2,15,0.38,14,0.714285714,38,0.630714286,-1,0.739963037
1,14,0.17,1,0,61,0.0425,1,0.1
2,14,0.32,6,0.5,62,0.455,-1,0.371189732
1,14,0.5,13,0.461538462,49,0.471153846,0,0.416564453
3,14,0.36,9,0.666666667,64,0.59,-1,0.668214751
2,13,0.5,11,0.363636364,44,0.397727273,-1,0.167648329
3,15,0.54,4,0.75,57,0.6975,1,1
1,14,0.47,15,0.466666667,52,0.4675,-1,0.33453841
1,15,0.37,13,0.538461538,55,0.496346154,0,0.540515716
3,14,0.36,9,0.666666667,62,0.59,-1,0.654482874
1,15,0.1,12,0.5,48,0.4,-1,0.285210289
1,14,0.37,6,0.333333333,65,0.3425,0,0.160893045
3,15,0.25,7,0.714285714,49,0.598214286,0,0.78799082
1,14,0.19,12,0.333333333,57,0.2975,-1,0.044948931
1,14,0.63,16,0.5,53,0.5325,-1,0.454682624
1,13,0.32,6,0.166666667,56,0.205,1,0.1
1,15,0.35,16,0.5625,66,0.509375,-1,0.478831564
3,15,0.6,8,0.875,54,0.80625,-1,0.9
1,14,0.59,11,0.454545455,39,0.488409091,1,0.550968342
1,15,0.61,4,0.75,57,0.715,1,1
2,14,0.4,12,0.5,65,0.475,-1,0.387729113
2,13,0.36,7,0.285714286,70,0.304285714,1,0.181989574
2,14,0.89,16,0.6875,90,0.738125,0,0.919878467
2,15,0.6,7,0.714285714,50,0.685714286,0,0.913382188
2,15,0.45,8,0.75,52,0.675,0,0.943129152
2,14,0.24,8,0.5,54,0.435,0,0.426817858
1,13,0.39,10,0.2,52,0.2475,-1,0
3,13,0.54,6,0.5,58,0.51,0,0.511485238
3,15,0.43,2,1,54,0.8575,-1,0.9
2,13,0.27,3,0.333333333,57,0.3175,-1,0.06064157
3,13,0.1,9,0.333333333,54,0.275,1,0.2069675
2,13,0.47,15,0.4,66,0.4175,0,0.298731123
1,14,0.63,16,0.5,26,0.5325,1,0.62960974
2,14,0.49,8,0.5,63,0.4975,-1,0.401015475
1,15,0.25,19,0.526315789,66,0.457236842,1,0.589107502
1,15,0.34,3,0.666666667,60,0.585,1,0.833996141
3,15,0.71,14,0.928571429,45,0.873928571,0,1
3,14,0.21,4,0.5,49,0.4275,1,0.52722224
3,13,0.75,1,1,54,0.9375,-1,0.9
1,13,0.32,9,0.222222222,53,0.246666667,1,0.1
2,15,0.45,18,0.722222222,36,0.654166667,0,0.87252718
1,15,0.43,18,0.611111111,49,0.565833333,-1,0.577224766
1,15,0.33,6,0.5,59,0.4575,0,0.443815319
2,13,0.37,15,0.333333333,56,0.3425,0,0.171720376
3,15,0.36,18,0.777777778,33,0.673333333,1,1
3,13,0.48,20,0.5,31,0.495,-1,0.390977311
1,14,0.77,1,1,54,0.9425,0,1
2,15,0.43,8,0.75,42,0.67,-1,0.801258521
2,15,0.19,9,0.666666667,50,0.5475,1,0.795035734
3,15,0.35,10,0.8,51,0.6875,-1,0.890233392
2,15,0.69,19,0.789473684,38,0.764605263,-1,0.9
2,15,0.16,6,0.666666667,53,0.54,1,0.818013438
2,13,0.1,13,0.230769231,38,0.198076923,0,0
1,14,0.29,1,0,62,0.0725,1,0.1
1,13,0.54,6,0.333333333,59,0.385,-1,0.115488001
2,15,0.46,16,0.6875,54,0.630625,1,0.904725068
1,13,0.4,11,0.272727273,57,0.304545455,1,0.180211142
2,13,0.34,13,0.307692308,53,0.315769231,0,0.113511793
3,14,0.1,1,1,54,0.775,1,1
1,15,0.27,18,0.555555556,39,0.484166667,1,0.632903049
3,14,0.75,13,0.769230769,59,0.764423077,0,1
2,15,0.57,18,0.722222222,81,0.684166667,-1,0.82682253
3,15,0.4,20,0.8,61,0.7,1,1
1,13,0.65,6,0.333333333,47,0.4125,1,0.333742166
3,14,0.57,8,0.75,64,0.705,1,1
3,15,0.4,16,0.8125,48,0.709375,-1,0.9
2,15,0.5,9,0.777777778,59,0.708333333,-1,0.88267533
1,13,0.1,18,0.166666667,58,0.15,0,0
2,14,0.63,5,0.6,57,0.6075,0,0.70577166
2,13,0.25,10,0.3,82,0.2875,-1,0
3,13,0.55,14,0.5,63,0.5125,-1,0.414433674
3,15,0.18,7,0.714285714,61,0.580714286,0,0.798393092
1,15,0.19,8,0.5,68,0.4225,-1,0.318541314
1,13,0.5,9,0.333333333,40,0.375,0,0.209380466
1,14,0.89,1,1,56,0.9725,0,1
2,14,0.29,10,0.5,72,0.4475,1,0.555796001
3,14,0.23,20,0.6,83,0.5075,0,0.608606443
3,15,0.69,2,1,53,0.9225,0,1
3,13,0.67,20,0.55,43,0.58,1,0.734663915
3,13,0.72,18,0.555555556,55,0.596666667,-1,0.5449672
2,15,0.25,11,0.636363636,56,0.539772727,1,0.793331232
3,15,0.55,11,0.818181818,60,0.751136364,0,1
2,13,0.73,9,0.444444444,57,0.515833333,-1,0.367551163
1,13,0.42,10,0.3,56,0.33,0,0.123054797
1,14,0.29,18,0.388888889,48,0.364166667,-1,0.143331455
1,15,0.67,7,0.714285714,57,0.703214286,1,1
1,13,0.47,2,0.5,58,0.4925,1,0.575724924
2,14,0.18,14,0.428571429,59,0.366428571,1,0.397377006
3,13,0.43,15,0.466666667,61,0.4575,-1,0.328371871
3,14,0.28,18,0.611111111,56,0.528333333,-1,0.553160084
3,15,0.28,18,0.777777778,48,0.653333333,1,1
2,14,0.1,10,0.4,65,0.325,1,0.32162072
1,14,0.2,11,0.363636364,50,0.322727273,-1,0.101227723
3,14,0.44,6,0.666666667,64,0.61,0,0.766199944
2,13,0.72,5,0.4,47,0.48,0,0.380721884
1,13,0.92,20,0.4,71,0.53,0,0.423057551
2,14,0.58,15,0.6,55,0.595,1,0.792993957
2,13,0.5,12,0.416666667,66,0.4375,0,0.372339625
1,14,0.4,4,0.5,54,0.475,0,0.454719593
3,14,0.12,3,0.666666667,57,0.53,-1,0.592531425
3,14,0.2,2,0.5,56,0.425,-1,0.327129441
1,15,0.28,20,0.55,55,0.4825,0,0.527497093
3,13,0.21,6,0.333333333,60,0.3025,0,0.123828801
3,14,0.61,9,0.666666667,45,0.6525,1,0.917483324
1,14,0.52,15,0.466666667,69,0.48,1,0.544712855
3,13,0.61,17,0.529411765,54,0.549558824,1,0.668448394
2,15,0.53,20,0.75,24,0.695,0,0.940976682
1,13,0.36,7,0.285714286,52,0.304285714,1,0.181556875
2,15,0.8,16,0.8125,32,0.809375,-1,0.9
1,14,0.56,14,0.5,34,0.515,-1,0.416110867
1,15,0.46,11,0.636363636,59,0.592272727,1,0.830800509
1,13,0.44,20,0.25,84,0.2975,-1,0
3,14,0.41,13,0.615384615,77,0.564038462,1,0.771534464
2,15,0.52,20,0.75,18,0.6925,0,0.942894155
1,15,0.33,16,0.5625,35,0.504375,-1,0.47429026
1,15,0.53,12,0.583333333,38,0.57,0,0.655930269
3,15,0.27,20,0.75,65,0.63,-1,0.767425481
3,14,0.66,4,0.75,53,0.7275,0,0.977942707
2,14,0.34,13,0.538461538,55,0.488846154,0,0.527137787
1,13,0.46,4,0.25,54,0.3025,0,0.047273984
3,15,0.62,15,0.866666667,37,0.805,0,1
1,15,0.1,4,0.5,54,0.4,1,0.495526623
3,15,0.73,17,0.882352941,54,0.844264706,0,1
1,14,0.63,4,0.5,50,0.5325,-1,0.435203916
3,13,0.15,1,0,59,0.0375,0,0
3,14,0.41,15,0.666666667,48,0.6025,0,0.758269966
1,14,0.68,13,0.538461538,60,0.573846154,1,0.701687238
3,13,0.43,15,0.466666667,79,0.4575,1,0.540188571
1,14,0.43,15,0.4,23,0.4075,1,0.396769919
2,13,0.57,7,0.428571429,51,0.463928571,0,0.392973342
1,13,0.34,19,0.210526316,55,0.242894737,1,0.1
3,15,0.53,4,0.75,57,0.695,1,1
1,13,0.78,11,0.363636364,65,0.467727273,1,0.424910492
2,15,0.58,19,0.736842105,29,0.697631579,0,0.915958687
2,13,0.1,3,0.333333333,54,0.275,0,0.117757403
1,14,0.56,11,0.454545455,43,0.480909091,1,0.536643726
2,13,0.1,9,0.222222222,58,0.191666667,1,0.1
1,13,0.28,14,0.214285714,66,0.230714286,0,0
3,13,0.34,19,0.421052632,55,0.400789474,-1,0.218817006
3,15,0.29,18,0.777777778,61,0.655833333,0,0.929057719
2,14,0.54,2,0.5,57,0.51,0,0.499566929
1,14,0.1,10,0.3,66,0.25,1,0.161622863
1,13,0.57,19,0.315789474,54,0.379342105,1,0.287436291
1,15,0.22,9,0.555555556,49,0.471666667,0,0.532836884
1,15,0.17,1,1,54,0.7925,-1,0.9
3,15,0.48,3,0.666666667,61,0.62,-1,0.686697311
2,14,0.27,16,0.5,60,0.4425,1,0.546087151
3,14,0.56,11,0.727272727,59,0.685454545,1,1
1,14,0.15,9,0.333333333,57,0.2875,1,0.228827419
1,15,0.64,15,0.666666667,52,0.66,-1,0.718705304
3,14,0.72,8,0.75,51,0.7425,-1,0.881449954
2,13,0.91,6,0.5,58,0.6025,1,0.702183153
2,13,0.67,17,0.470588235,41,0.520441176,-1,0.381256836
3,13,0.1,9,0.333333333,77,0.275,-1,0.017574924
2,15,0.37,18,0.666666667,92,0.5925,0,0.734212293
2,13,0.23,10,0.3,71,0.2825,1,0.185009905
3,15,0.42,1,1,54,0.855,1,1
1,13,0.66,1,0,58,0.165,-1,0
1,13,0.99,12,0.416666667,53,0.56,0,0.46394459
2,14,0.53,17,0.588235294,53,0.573676471,-1,0.55489568
1,15,0.66,20,0.65,63,0.6525,1,0.900567556
2,15,0.21,5,0.6,59,0.5025,-1,0.503745537
2,13,0.1,13,0.230769231,61,0.198076923,0,0
